created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Nov 12 23:51:59 +0000 2023;1723851163986968715;"@inakiigutierrez No vale cualquier cosa con tal de ganar, #MileiNo #AhoraEsMassa #MassaPresidente2023";0;0;0;1;es;843653149080653824;1723828774993600566;inesare1;https://twitter.com/inesare1/status/1723851163986968715
Sun Nov 12 23:51:28 +0000 2023;1723851033019859186;"@henrysubiakto Biasalah..prof. Kemarin2x kader partai Demokrat sering nyerang JKW dan Pemerintah, skg mereka diam duduk manis setelah ada di kubu Prabowo. Jd tergantung SIKON..lah 🙏🙏🙏";0;1;0;2;in;1218988439514693633;1723611933608395011;tukangaduayam;https://twitter.com/tukangaduayam/status/1723851033019859186
Sun Nov 12 23:51:22 +0000 2023;1723851006600007844;"Pertanyaan yg membutuhkan data, wawasan dan solusi gini, biar Pa Anies aja yg jawab. 😎  #AniesKerjaNyata  #AniesSiap";0;0;0;0;in;150928067;1723851006600007844;tetehYA31;https://twitter.com/tetehYA31/status/1723851006600007844
Sun Nov 12 23:51:21 +0000 2023;1723851004376907999;"https://t.co/DLRyXqGBCT";0;0;0;0;zxx;1656457896895602688;1723851004376907999;sri08054;https://twitter.com/sri08054/status/1723851004376907999
Sun Nov 12 23:51:16 +0000 2023;1723850984127111318;"@DoankWarto Identitas pak Anies : 1. Cucu pahlawan nasional 2. Ayah ibu nya seorang pendidik yg sdh menghasilkan ribuan sarjana di Indonesia. 3. Pendidikan pak Anies jgn tanya deh. 4. Hasil karya pak nyata bukan kaleng2 5. Toleransi pak Anies saat pimpin DKI sangat luar biasa. 5 👍utk ARB.";0;0;0;0;in;1184051944848945152;1723611340382904471;EnasRonnie;https://twitter.com/EnasRonnie/status/1723850984127111318
Sun Nov 12 23:51:00 +0000 2023;1723850914627514757;"@PartaiSocmed Kok sepertinya lebih bagus Anies ya dibanding gagasan prabowo, jadi bingung 🤔";0;1;0;0;in;1663007372682620929;1723731517040382282;yussssaaa;https://twitter.com/yussssaaa/status/1723850914627514757
Sun Nov 12 23:50:58 +0000 2023;1723850908394475536;"@mediaindonesia semangat terus kita semua bersama Pak Anies dengan kecerdasannya untuk memimpin";0;0;0;0;in;1711837747709878272;1723314647896563940;sentripa;https://twitter.com/sentripa/status/1723850908394475536
Sun Nov 12 23:50:58 +0000 2023;1723850906611876112;"@VIVAcoid lah jadi ini ceritanya anies dan ganjar lagi rebutan ibu susi buat pencitraan mereka berdua?";0;0;0;0;in;1928313427;1723676535172010288;joooori0111;https://twitter.com/joooori0111/status/1723850906611876112
Sun Nov 12 23:50:48 +0000 2023;1723850865902231728;"@ekokusumawijaya @awemany Hebatnya JKW adalah bisa membuat pemilih Anies memilih calon PDIP. Politikus hebat.";0;1;0;0;in;77713028;1723520830238491080;Imertomo;https://twitter.com/Imertomo/status/1723850865902231728
Sun Nov 12 23:50:23 +0000 2023;1723850759601574260;"@Dennysiregar7 Kenapa sih Den.. GAMA kok semakin blingsatan gitu.. Lihat tuh Anies n Prabowo anteng2 aja.. 😂😂";0;0;0;0;in;1281772566680494080;1723577818225983718;willyriawan1;https://twitter.com/willyriawan1/status/1723850759601574260
Sun Nov 12 23:50:16 +0000 2023;1723850732565299238;"@_melody_mellow Anies Baswedan kualitasnya sudah global dan terbiasa berkomunikasi dalam bahasa Inggeris nggak macet macet dijalan🤣🤣🤣";0;0;0;1;in;3253336472;1578888110577881088;Budiady5;https://twitter.com/Budiady5/status/1723850732565299238
Sun Nov 12 23:50:15 +0000 2023;1723850727989362814;"@Fahrihamzah Analisis Hasil Pemilu 2024 Putaran 1 1.Ganjar - Mahfud  : 48% 2.Prabowo-Gibran : 35% 3.Anies - Amin : 17%  Putaran 2 1.Ganjar - Mahfud : 58% 2.Prabowo-Gibran : 42%";0;0;0;0;in;220260447;1723325225759306108;brilliantAbed;https://twitter.com/brilliantAbed/status/1723850727989362814
Sun Nov 12 23:49:42 +0000 2023;1723850587194744948;"@geloraco ngak ngaruh dan tidak menguntungkan bagi anies juga.";0;0;0;0;in;1928313427;1723612559922925741;joooori0111;https://twitter.com/joooori0111/status/1723850587194744948
Sun Nov 12 23:49:28 +0000 2023;1723850530621923700;"@naaooollll @aniesbaswedan Waktu pak Anies Baswedan posting ini dulu habis dibully buzzer dan pendukung rezim.... skrg ini jd kenyataan";0;0;0;0;in;1622821209535836160;1723683313876127794;ElizarIrnold;https://twitter.com/ElizarIrnold/status/1723850530621923700
Sun Nov 12 23:49:27 +0000 2023;1723850525366468837;"@JMilei Abrazado a la “tira bomba” y a la “casta”, #MileiNo #AhoraEsMassa #MassaPresidente";0;0;0;0;es;843653149080653824;1723521709007855987;inesare1;https://twitter.com/inesare1/status/1723850525366468837
Sun Nov 12 23:48:57 +0000 2023;1723850399252156588;"@alextham878 Bhua....ha...ha...ha...🤣🤣🤣 https://t.co/GzasvJ4t7Z";0;0;0;1;hi;1218988439514693633;1723604076515217576;tukangaduayam;https://twitter.com/tukangaduayam/status/1723850399252156588
Sun Nov 12 23:48:35 +0000 2023;1723850306620919938;"@mediaindonesia Pak anies mempromosikan keterlibatan perempuan";0;0;0;0;in;1723229193994203136;1723314647896563940;mirandaaerr;https://twitter.com/mirandaaerr/status/1723850306620919938
Sun Nov 12 23:48:30 +0000 2023;1723850285616161071;"@parewaminang4 Anies Baswedan pilihan kami sebagai Presiden RI 2024-2029👍👍👍";0;0;0;1;in;3253336472;1553308812106498048;Budiady5;https://twitter.com/Budiady5/status/1723850285616161071
Sun Nov 12 23:48:29 +0000 2023;1723850282566828355;"@mediaindonesia semangat terus untuk kita semua bersama Anies-Muhaimin hilang kan kecurangan";0;0;0;0;in;1711837435880189952;1723314647896563940;ahmadinuya;https://twitter.com/ahmadinuya/status/1723850282566828355
Sun Nov 12 23:47:45 +0000 2023;1723850095794565379;"@siengkong27 bisa jadi tu orang lagi "sakau" krn tersilaukan oleh "bocah dungu" yg ga jelas kapasitas apalagi kapabilitas nya, bs dimaklumi krn titisan dari ayah nya yg saat ini lurah konoha 😁😁🤭  biarin aza, gw mah tetep fokus Anies Baswedan - Muhaimin  titk tanpa koma !! https://t.co/3AYFzwkMFw";0;0;0;0;in;374002526;1723322012331098498;iccasarifien;https://twitter.com/iccasarifien/status/1723850095794565379
Sun Nov 12 23:47:11 +0000 2023;1723849953020182873;"@mediaindonesia pasangan paling jujur bersama Anies-Muhaimin yang terbaik";0;0;0;0;in;1711837430230487040;1723314647896563940;daffameryo;https://twitter.com/daffameryo/status/1723849953020182873
Sun Nov 12 23:47:01 +0000 2023;1723849913040039947;"@whyagraa @herisapto86131 @irafas_s @ezialfarez @PartaiSocmed Maaf Mksd sy Pak Anies type orang yg g suka pencitraan &amp  orang yg g suka narsis...";0;0;0;1;in;1568203964587573248;1723731517040382282;mhrt72;https://twitter.com/mhrt72/status/1723849913040039947
Sun Nov 12 23:46:52 +0000 2023;1723849874930831529;"@geloraco Ada penjegalan lagi itu biasa bahkan sabotase bisa dilakukan dikubu anies mereka ketakutan musuh anies hingga bersandiwara PDIP dengan keluarga jokowi";0;0;0;0;in;1260179404824567808;1723658634977316905;sumoburloff;https://twitter.com/sumoburloff/status/1723849874930831529
Sun Nov 12 23:46:46 +0000 2023;1723849850499051541;"@ommi_siregar Cie..cie..cie fotonya keren juga nih sama pak Anies ...";0;0;0;1;in;1667233216091279363;1716997572911587836;Andria75777;https://twitter.com/Andria75777/status/1723849850499051541
Sun Nov 12 23:46:35 +0000 2023;1723849803564552685;"Dari sini terlihat kwalitas Krj anies sangt berkwalitas, nggak hanya kerja, kerja, kerja.";0;0;0;0;in;1907021312;1723849803564552685;diazika81;https://twitter.com/diazika81/status/1723849803564552685
Sun Nov 12 23:46:17 +0000 2023;1723849727912140952;"@syafniir @aniesbaswedan Mana pak surya paloh, kenapa gak di ajak yoga dengan menari nari, dan mana anies,🤣🤣🤣🤣🤣🤣mantap kanan,";0;0;0;1;in;1554443530327642113;1723839490270085362;HasaniHasanudin;https://twitter.com/HasaniHasanudin/status/1723849727912140952
Sun Nov 12 23:46:01 +0000 2023;1723849663307022827;"@mediaindonesia semangat selalu buat pak Anies optimis kita menang";0;0;0;0;in;1711837434177302528;1723314647896563940;jontakezo;https://twitter.com/jontakezo/status/1723849663307022827
Sun Nov 12 23:46:01 +0000 2023;1723849662652682549;"@Beritasatu Anies koar2 di media , tapi kerja nyata nya tdk ada";0;0;0;0;in;1638946160491794432;1723520131937309001;BBernats26738;https://twitter.com/BBernats26738/status/1723849662652682549
Sun Nov 12 23:45:44 +0000 2023;1723849589596307729;"@mediaindonesia Pak anies mendorong partisipasu aktif masyarakat dalam proses mengambil keputusan";0;0;0;0;in;1723243975002480640;1723314647896563940;Ardela_Masayu11;https://twitter.com/Ardela_Masayu11/status/1723849589596307729
Sun Nov 12 23:45:08 +0000 2023;1723849437456257374;"Kayaknya bukan cuma Anies, tapi kami para relawan seantero nusantara yakin pasangan AMIN menang 1 putaran.";0;0;0;0;in;1476021941261651970;1723849437456257374;GoblegAsal;https://twitter.com/GoblegAsal/status/1723849437456257374
Sun Nov 12 23:45:01 +0000 2023;1723849408553558065;"@KompasTV Hanya sandiwara antara PDIP dan keluarga jokowi untuk menghadang anies";0;0;0;0;in;1260179404824567808;1723571850226303235;sumoburloff;https://twitter.com/sumoburloff/status/1723849408553558065
Sun Nov 12 23:44:44 +0000 2023;1723849340421288402;"@mediocrickey Knp segitunya jokowi dukung prabowo min? Karena anies?";0;16;0;1;in;173759813;1723846210354876780;_ynis_;https://twitter.com/_ynis_/status/1723849340421288402
Sun Nov 12 23:44:19 +0000 2023;1723849234884039110;"@Flamboyan59 @elkrova Saya RASIONAL &amp  REALISTIS Saja. @aniesbaswedan Kelas Dunia... Jauh diAtas @ganjarpranowo. [...nodebat]  Orang Cerdas, pasti memilih Anies!  😎😎😎 https://t.co/57rOKyt8sa";0;0;0;0;in;276877872;1723844698157056027;ZRsaja;https://twitter.com/ZRsaja/status/1723849234884039110
Sun Nov 12 23:44:18 +0000 2023;1723849230349992249;"@mediaindonesia Kehebatan teoritis Pak Anies mencakup advokasi agar aparat negara menjalankan tugasnya secara netral dan profesional selama pemilu.";0;0;0;0;in;886925187907596292;1723314647896563940;sebeelum;https://twitter.com/sebeelum/status/1723849230349992249
Sun Nov 12 23:44:01 +0000 2023;1723849156438221226;"@PDemokrat salut banget sama Anies-Muhaimin karena sangat membantu kemerdekaan palestina";0;0;0;0;in;1680949426570035201;1723628278341325158;sorayabent18540;https://twitter.com/sorayabent18540/status/1723849156438221226
Sun Nov 12 23:43:59 +0000 2023;1723849150176055304;"@PartaiSocmed Ini emang buble twitter ku yg kebanyakan info tentang policy plan berbagai bidang dari Pak Anies kalo terpilih atau emang calon lain ga terlalu banyak konten yang serupa, ya? Ada tapi perbandingannya kayak lumayan secara jumlah muncul di TL.";0;1;0;0;in;625273998;1723731517040382282;nistmah;https://twitter.com/nistmah/status/1723849150176055304
Sun Nov 12 23:43:47 +0000 2023;1723849099424792633;"@VIVAcoid BukN pengkhianatan tapi bersandiwara menghadang anies";0;0;0;0;in;1260179404824567808;1723695786188550401;sumoburloff;https://twitter.com/sumoburloff/status/1723849099424792633
Sun Nov 12 23:43:38 +0000 2023;1723849060350882161;"@alisyarief ada cukup bukti anies menerima dana kampanye Pilgub melebihi ketentuan, tapi tetap lenggang kangkung..... dimana etika dan ke warasan ? masih nyapres saja.... malu? kaga! 😆😆😆 https://t.co/nXGfd1Mcat";0;1;0;1;in;3921603252;1723844134031773987;kuracaci;https://twitter.com/kuracaci/status/1723849060350882161
Sun Nov 12 23:43:20 +0000 2023;1723848987868893320;"@mediaindonesia @genggamm Pak Anies sebagai pemimpin ummat memberikan dorongan bagi aparat negara untuk menjaga netralitas dan keadilan selama pemilu, salut banget beliau keren";0;0;0;0;in;884899015560642560;1723314647896563940;ryomekn;https://twitter.com/ryomekn/status/1723848987868893320
Sun Nov 12 23:43:09 +0000 2023;1723848941106757899;"@mediaindonesia Pak anies mengutamakan kesejahteraan rakyat";0;0;0;0;in;1723249772990177280;1723314647896563940;StoryOfBian_;https://twitter.com/StoryOfBian_/status/1723848941106757899
Sun Nov 12 23:43:09 +0000 2023;1723848937964966395;"@mediaindonesia memang terbaik banget yaa Anies-Muhaimin selalu jadi yang terhebat";0;0;0;0;in;1702736637141327872;1723314647896563940;sinamonnn2;https://twitter.com/sinamonnn2/status/1723848937964966395
Sun Nov 12 23:43:06 +0000 2023;1723848926032187590;"@aslamfajfaj @PartaiSocmed Swing voter melihat anies seperti ini akan angguk2 dan senyum2. Boleh jg ini 😁";0;1;0;0;in;578900674;1723731517040382282;akumedia_id;https://twitter.com/akumedia_id/status/1723848926032187590
Sun Nov 12 23:42:55 +0000 2023;1723848881601908782;"@whyagraa @herisapto86131 @irafas_s @ezialfarez @PartaiSocmed Samperin ajak ngopi bareng &amp  Studi banding biar fair...Program2 Pak Anies bnyk yg terealisasi cuman minim expose...Pak Anies type Orang pencitraan &amp  narsis jdnya lebih ke arah senyap &amp  real...";0;1;0;1;in;1568203964587573248;1723731517040382282;mhrt72;https://twitter.com/mhrt72/status/1723848881601908782
Sun Nov 12 23:42:55 +0000 2023;1723848881207685287;"@EdyKiantolol @soeyoto1 Rasanya nggak semua capres begitu...  Dengarkan statement capresnya langsung. Kalau pak Prabowo menyatakan "keberlanjutan dan penyempurnaan".  Kalau pak Ganjar sekarang mirip mirip pak Anies.  Soal "apakah akan melanjutkan IKN?", pak Ganjar jawabannya tidak setegas yang dulu";0;2;0;0;in;1700726715197370368;1723669822905749811;anwarsupeno;https://twitter.com/anwarsupeno/status/1723848881207685287
Sun Nov 12 23:42:41 +0000 2023;1723848820579033302;"@PDemokrat semangat selalu kita dukung palestina bersama Anies-Muhaimin";0;0;0;0;in;1702736637141327872;1723628278341325158;sinamonnn2;https://twitter.com/sinamonnn2/status/1723848820579033302
Sun Nov 12 23:42:28 +0000 2023;1723848765935661502;"@mediaindonesia Pak anies tidak takut di mengkritik tindakan kedzaliman";0;0;0;0;in;1723250215539589120;1723314647896563940;argapratama113;https://twitter.com/argapratama113/status/1723848765935661502
Sun Nov 12 23:42:10 +0000 2023;1723848692216824075;"@Hasbil_Lbs Gimic dinasti politik cuma skenario dr kandang kebo,pada akhirnya yg jadi korban demokrat dan pak mahfud.Surya paloh,Gibran sebagai umpan untuk mengagalkan suara perubahan yg di gagas demokrat mengandeng anies.NB krn PDIP sadar kekuatan demokrat di 2009.";0;0;0;0;in;2548497354;1723636627019633082;10c61453c0f6439;https://twitter.com/10c61453c0f6439/status/1723848692216824075
Sun Nov 12 23:42:01 +0000 2023;1723848652966277431;"@mas_veel Kemarin2x foto ini sering keluar...skg kok mendadak hilang ? Ada apa..yq dg Solihin ? https://t.co/wB1nrg4tG1";1;0;0;0;in;1218988439514693633;1723822192591610176;tukangaduayam;https://twitter.com/tukangaduayam/status/1723848652966277431
Sun Nov 12 23:41:54 +0000 2023;1723848625984598146;"Indikator Politik Indonesia merilis simulasi head to head Capres Prabowo-Gibran vs Anies Cak Imin. Adapun responden survei adalah warga negara Indonesia yang telah berusia 17 tahun atau sudah menikah. https://t.co/fDW9VUixXP";0;0;0;0;in;1600779468544806914;1723848625984598146;terasjakartaid;https://twitter.com/terasjakartaid/status/1723848625984598146
Sun Nov 12 23:41:30 +0000 2023;1723848522838249940;"@PDemokrat mari kita bersama pak anies melawan bangsa israel demi kemerdekaan palestina";0;0;0;0;in;1702057602602221568;1723628278341325158;gilangmundi;https://twitter.com/gilangmundi/status/1723848522838249940
Sun Nov 12 23:41:28 +0000 2023;1723848514793587089;"@mediaindonesia Pak Anies sebagai pemimpin ummat bisa memainkan peran kunci dalam memastikan keadilan dan netralitas selama pemilu.";0;0;0;0;in;879851800802713600;1723314647896563940;heualing;https://twitter.com/heualing/status/1723848514793587089
Sun Nov 12 23:41:18 +0000 2023;1723848472733086180;"@pitikwalik8080 @PartaiSocmed Kwkkwwk bener mau anies atau prabowo yang penting ganjar dan pdip tenggelam";0;0;0;0;in;1581108294323965952;1723692712967454871;sambolado88;https://twitter.com/sambolado88/status/1723848472733086180
Sun Nov 12 23:40:55 +0000 2023;1723848377027424361;"@SastroMedia Sori , saya bukan pendukung Prabowo. Bukan pendukung Anies. Bukan pendukung Ganjar.  Jadi ga perlu menjilat mereka ber 3.  Cuma saya lebih cerdas dari pendukung Ganjar yang rata2 TOLOL sehingga gampang dibodohi tim buzzers kokoh pembina.  Saya tetap pendukung Jokowi.";0;0;0;0;in;42142634;1723655447339844086;HakimGarisLurus;https://twitter.com/HakimGarisLurus/status/1723848377027424361
Sun Nov 12 23:40:54 +0000 2023;1723848374187634952;"@mediaindonesia Beliay selalu berjuang untuk menegakkan keadian pak anies";0;0;0;0;in;1723253150336139264;1723314647896563940;Ardiangga_GH;https://twitter.com/Ardiangga_GH/status/1723848374187634952
Sun Nov 12 23:40:53 +0000 2023;1723848371268636981;"@Hasbil_Lbs Sorry bang.. gw dukung anies. Tp gw dukung krn kewarasan otak gw. Dan abang dukung prabowo krn kewarasan otak abang. Nah menurut otak gw, lo punya cawapres dipaksain dgn melanggar konstitusi. Nah klo menurut otak abang gmna? Gw nanya itu aja dlu gak usah melebar jauh..";0;0;0;2;in;1160335898;1723715370195075186;Riadalfahmi;https://twitter.com/Riadalfahmi/status/1723848371268636981
Sun Nov 12 23:40:36 +0000 2023;1723848300271734792;"@mediocrickey intinya "asal bukan Anies"? padahal Anies salah satu pandawa limanya Jokowi-JK tahun 2014  wkwk";0;2;0;3;in;481775958;1723846210354876780;ashimkhair;https://twitter.com/ashimkhair/status/1723848300271734792
Sun Nov 12 23:40:27 +0000 2023;1723848262258659350;"@Geyelicius 1. Anies = mantan rektor Univ Paramadina (didirikan cak Nurcholis Majid), anaknya sekolah di SD Lazuardi  2. Ganjar = tau sendiri 3. Prabowo = tau sendiri. Kalian akan dipmpin oleh seorang yg seperti kalian, karena penguasa adalah cerminan rakyatnya";0;0;1;0;in;1313426534028378112;1723829311600541899;datut_t;https://twitter.com/datut_t/status/1723848262258659350
Sun Nov 12 23:40:20 +0000 2023;1723848229937168694;"Masya Allah Pak Anies. https://t.co/YUTBLd01Ch";0;0;0;0;in;875489444760928256;1723848229937168694;Bhuz11;https://twitter.com/Bhuz11/status/1723848229937168694
Sun Nov 12 23:40:04 +0000 2023;1723848163281285627;"@hansssolo @officialMKRI Ada bala-bala gak? Bosen jualannya cireng melulu....🤣";0;0;0;1;in;1218988439514693633;1723832907293450701;tukangaduayam;https://twitter.com/tukangaduayam/status/1723848163281285627
Sun Nov 12 23:39:41 +0000 2023;1723848069085794569;"@mediaindonesia Pak anies terbukti sebagai pemimpin yang berkomitmen";0;0;0;0;in;1723253657549111297;1723314647896563940;dearlyparkmiyoo;https://twitter.com/dearlyparkmiyoo/status/1723848069085794569
Sun Nov 12 23:39:32 +0000 2023;1723848028325376283;"@mediaindonesia Kehebatan teoritis Pak Anies diimplementasikan dalam mendukung aparat negara yang netral dan tidak terlibat politik praktis.";0;0;0;0;in;892166822773927936;1723314647896563940;babyoorange;https://twitter.com/babyoorange/status/1723848028325376283
Sun Nov 12 23:39:08 +0000 2023;1723847927062303070;"@Malika6027 Orang sunda selalu berfikiran Akal sehat..Hidup Pak Anies 👍👍";0;0;0;1;in;1607753736839102464;1723532953261908205;sukardi_abdul;https://twitter.com/sukardi_abdul/status/1723847927062303070
Sun Nov 12 23:39:06 +0000 2023;1723847920171245624;"@breowww @PolJokesID @ianbremmer @aniesbaswedan Intinya, di video itu pak Anies itu mau pelayanan publik efisien ala2 korporat. Dan itu irrelevan sama konsep SME, alias kalo mau efisiensi public sector, Singapura yg full state capitalism pun bisa.  Again, the idea ia good, but the rethoric is misleading.";0;0;0;0;in;1399282250038931457;1723521542137725154;ToshihikoTanak5;https://twitter.com/ToshihikoTanak5/status/1723847920171245624
Sun Nov 12 23:39:06 +0000 2023;1723847920103858371;"@AndreasSolusi @gm_gm Aamiiiin...👍👍👍";0;0;0;0;et;1218988439514693633;1723655061002432807;tukangaduayam;https://twitter.com/tukangaduayam/status/1723847920103858371
Sun Nov 12 23:39:00 +0000 2023;1723847893671682340;"@ekowboy2 itu kan yang dari Nasdem yang korupsi 8 T. eh eko gak tanya anies, sekarang gak naik Private Jet lagi..... kere ya? maka nya kalau punya Bendahara jangan di biarkan sampai cuti..... jadi seret kan duit nya.";0;0;0;0;in;3921603252;1723128408295522436;kuracaci;https://twitter.com/kuracaci/status/1723847893671682340
Sun Nov 12 23:38:58 +0000 2023;1723847887157874812;"@mediaindonesia Pak Anies sebagai pemimpin ummat dapat berperan dalam mendorong aparat negara untuk tetap netral dan adil selama pemilu.";0;0;0;0;in;890824185580101632;1723314647896563940;wakexupp;https://twitter.com/wakexupp/status/1723847887157874812
